business_id,bar_nightlife_crowd,bar_vibes_live_music,brunch_breakfast,cafe_coffee_reading_terminal,casual_payment_ordering,chef_specials_platters,cocktail_bars_speakeasy,comfort_food_sandwiches,craft_beer_sports_bars,customer_service_quality,desserts_bakery,dinner_happy_hour,fine_dining_tasting_menu,food_trucks_trendy_spots,markets_grocery_shopping,outdoor_street_seating,overall_food_quality,philly_neighborhood_gems,quick_fresh_lunch,service_wait_time,small_plates_cocktails,spicy_asian_flavors,unique_quirky_dining,value_portion_size,venue_location_experience,business_name,address,categories,business_stars,review_count,is_open,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,dominant_topic,dominant_topic_score,topic_diversity,overall_sentiment,romantic_score,solo_work_score,family_score,group_celebration_score,hidden_gem_score
wYmOLW9oiuwPbk0H9u5_UA,0.0193,0.0283,0.024,0.0156,0.0214,0.0336,0.0177,0.0957,0.017,0.0216,0.0161,0.0772,0.0239,0.0205,0.0152,0.0182,0.0502,0.1238,0.0551,0.3062,0.016,0.0164,0.0196,0.0622,0.017,Gennaro's Pizza,1315 Bainbridge St,"Pizza, Restaurants, Food",3.5,67,1,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0,Comfort Food & Sandwiches,0.3062,7,0.4126,0.0203,0.2205,0.226,0.0214,0.0741
AmbhpZW_Xc_9ngKgDqpbYw,0.0231,0.0229,0.0104,0.0154,0.0212,0.0172,0.0222,0.0576,0.0147,0.0233,0.0162,0.1024,0.0257,0.0428,0.016,0.0156,0.0561,0.1387,0.1,0.2683,0.0148,0.0324,0.0306,0.0531,0.0181,Engimono Sushi,1811 Fairmount Ave,"Sushi Bars, Restaurants, Japanese",4.0,134,1,12:0-21:30,,12:0-21:30,12:0-21:30,12:0-22:30,12:0-22:30,12:0-21:30,Quick & Fresh Lunch,0.2683,7,0.8546,0.022,0.2331,0.2177,0.0227,0.0806
fIlR_iCy3m10_UYt6lJjHQ,0.0219,0.0237,0.0249,0.0127,0.0217,0.0238,0.0239,0.052,0.0149,0.019,0.017,0.0912,0.0253,0.0224,0.0192,0.0164,0.0671,0.1157,0.1077,0.284,0.0169,0.0253,0.021,0.0668,0.0221,Sumo Sushi,401 S 13th St,"Restaurants, Sushi Bars",3.5,279,1,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,Quick & Fresh Lunch,0.284,7,0.7064,0.0226,0.2343,0.226,0.0231,0.0726
-3e3CP3FFc-rvJj_-_airw,0.0545,0.089,0.0352,0.0212,0.018,0.0244,0.0321,0.0445,0.0238,0.0209,0.013,0.0703,0.02,0.0228,0.0238,0.0356,0.0403,0.1434,0.0391,0.2556,0.0134,0.0135,0.0343,0.0532,0.0283,Penn's Landing,601 N Christopher Columbus Blvd,"Arts & Entertainment, Active Life, Skating Rinks, Local Flavor, Parks, Music Venues, Nightlife",3.5,80,1,,,,,,,,Bar Vibes & Live Music,0.2556,6,0.7383,0.0281,0.2114,0.2272,0.057,0.0836
K0Mb7ebSa4DRUpEmfDZVuw,0.0284,0.0217,0.0357,0.0411,0.0228,0.0295,0.0363,0.0967,0.0156,0.0239,0.0154,0.0709,0.0261,0.0256,0.0161,0.0151,0.0497,0.149,0.0567,0.2556,0.0224,0.0254,0.0237,0.0628,0.0215,Luhv Vegan Deli,51 N 12th St,"Restaurants, Vegan, Burgers, Delis, Sandwiches",4.5,107,1,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,"Cafe, Coffee & Reading Terminal",0.2556,6,0.7384,0.0269,0.2319,0.2253,0.0292,0.0856
q9tRbDIim_Blb7DmAo6Gow,0.0198,0.0232,0.0344,0.0143,0.0156,0.0286,0.0,0.0991,0.0137,0.0177,0.0218,0.1,0.0352,0.0205,0.016,0.0328,0.0415,0.1557,0.0568,0.2397,0.0184,0.0298,0.0259,0.0505,0.0205,The Dinner House,2706 E Allegheny Ave,"Restaurants, Polish, Modern European, Caterers, Event Planning & Services",4.5,52,1,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,Outdoor & Street Seating,0.2397,6,0.8859,0.0223,0.2202,0.232,0.0139,0.0852
t2KQa1plnfMoA_LOgBrUGA,0.0153,0.0336,0.0438,0.0173,0.0255,0.0285,0.0279,0.0493,0.0267,0.0272,0.0136,0.0995,0.0252,0.0183,0.0187,0.0232,0.0438,0.1397,0.0491,0.2866,0.0658,0.0174,0.0287,0.0514,0.0263,Loco Pez,700 S 20th St,"Bars, Mexican, Restaurants, Nightlife",4.0,69,1,,,,,,,,Small Plates & Cocktails,0.2866,5,0.5312,0.0256,0.2203,0.2276,0.0252,0.0799
AnhgZCyjhzU8JVxl2ftJKQ,0.0242,0.0231,0.0351,0.0207,0.0216,0.0246,0.0185,0.0987,0.022,0.0245,0.0191,0.0668,0.0222,0.0214,0.0201,0.0195,0.0452,0.1576,0.0541,0.2809,0.0241,0.0152,0.0296,0.0691,0.0191,Cosmi's Deli,1501 S 8th St,"Delis, Restaurants, Food, Bakeries, Sandwiches, Cheesesteaks",4.0,391,1,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,11:0-19:30,Comfort Food & Sandwiches,0.2809,6,0.7208,0.0202,0.2217,0.2315,0.0219,0.0926
zjTBfbvbN2Ps6_Ar0w-fuQ,0.0188,0.0295,0.0659,0.0354,0.0209,0.0247,0.0244,0.063,0.0178,0.0181,0.027,0.102,0.0291,0.0244,0.0172,0.0176,0.0388,0.1454,0.0482,0.2602,0.0226,0.0182,0.0241,0.0485,0.0221,Hinge Cafe,2652 E Somerset St,"Nightlife, Arts & Entertainment, Caterers, Diners, Event Planning & Services, Restaurants, Coffee & Tea, Desserts, Food, Music Venues, Breakfast & Brunch, American (New), Cafes, Comfort Food",4.5,292,1,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,,,Brunch & Breakfast,0.2602,5,0.8143,0.0246,0.2284,0.233,0.024,0.0799
GzSBK3xn2zL9of5-GoRQHA,0.0159,0.0225,0.0,0.0136,0.021,0.0554,0.0176,0.0791,0.0164,0.022,0.017,0.0658,0.0298,0.0189,0.0179,0.0191,0.0415,0.1561,0.0885,0.2794,0.0317,0.0209,0.0258,0.0478,0.0113,Kale Yeah,301 Spring Garden St,"Cafes, Sandwiches, Breakfast & Brunch, Restaurants, Salad",5.0,53,1,0:0-0:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,,,Chef Specials & Platters,0.2794,6,0.8834,0.0229,0.2302,0.2146,0.0185,0.0845
kiA1mrC2ZVoRmpsWgAT7ow,0.0197,0.0253,0.0233,0.0156,0.0164,0.025,0.0144,0.0739,0.018,0.0207,0.0157,0.0944,0.0281,0.0198,0.0175,0.0171,0.0533,0.1217,0.0619,0.2835,0.0149,0.0515,0.0197,0.0622,0.0181,Hippot Shabu Shabu,1002 Arch St,"Asian Fusion, Chinese, Hot Pot, Restaurants",3.5,302,1,12:0-23:30,12:0-0:0,12:0-23:30,12:0-23:30,12:0-0:30,11:30-0:30,11:30-23:0,Spicy & Asian Flavors,0.2835,8,0.6541,0.0206,0.2224,0.2262,0.0195,0.0732
erbA3m2FNa6BKMlW0a8P_w,0.0134,0.0239,0.0205,0.0191,0.0295,0.028,0.0281,0.0605,0.0278,0.0144,0.0131,0.0749,0.0273,0.0,0.0189,0.0158,0.0438,0.1372,0.0735,0.309,0.0129,0.0328,0.0216,0.0541,0.0139,Xinying Chinese Restaurant,2403 E Somerset St,"Restaurants, Chinese",4.0,51,1,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:45,11:0-23:45,12:0-22:45,Spicy & Asian Flavors,0.309,6,0.6884,0.0247,0.2289,0.2199,0.0217,0.0776
jYFMSF-AyKrvLPWMW6l5JQ,0.0226,0.1079,0.0314,0.0147,0.0158,0.0269,0.0271,0.0486,0.0408,0.0264,0.0194,0.0971,0.0222,0.0288,0.0188,0.0193,0.0443,0.1309,0.0421,0.2572,0.0244,0.018,0.0354,0.052,0.0182,Ortlieb's,847 N 3rd St,"Tex-Mex, Nightlife, Lounges, Vegan, Bars, Dive Bars, Tacos, Music Venues, Mexican, Arts & Entertainment, Restaurants",4.0,96,1,,18:0-2:0,18:0-0:0,18:0-0:0,18:0-2:0,18:0-2:0,18:0-0:0,Bar Vibes & Live Music,0.2572,5,0.8162,0.0232,0.2155,0.2235,0.0498,0.0786
p32eg0OGN731AMsi3QzBMw,0.0372,0.0798,0.023,0.015,0.0294,0.0397,0.023,0.0476,0.0287,0.0261,0.0159,0.0947,0.02,0.0171,0.0163,0.0182,0.0419,0.1099,0.0529,0.3075,0.0216,0.019,0.0229,0.0479,0.0304,JD Mcgillicuddy's Manayunk,111 Cotton St,"Restaurants, Nightlife, Beer, Wine & Spirits, Food, American (Traditional), Bars, Sports Bars, Chicken Wings",3.0,75,1,,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,Bar Vibes & Live Music,0.3075,5,0.368,0.0206,0.2159,0.2203,0.045,0.0652
VG54JsBaDIbXU29HI9jiXw,0.0259,0.0334,0.0215,0.0415,0.0241,0.0237,0.0286,0.0797,0.0166,0.0208,0.0245,0.0684,0.034,0.0265,0.0282,0.0227,0.0447,0.1494,0.0579,0.251,0.0187,0.0275,0.0265,0.0566,0.0246,Mi 'N Tea,4229 Main St,"Vietnamese, Bubble Tea, Food, Sandwiches, Restaurants",4.5,118,1,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-15:0,11:0-20:0,11:0-18:0,"Cafe, Coffee & Reading Terminal",0.251,6,0.8751,0.0293,0.2329,0.2222,0.0291,0.0847
S1FwTmCAwv5ulu5gToWi_w,0.023,0.0462,0.017,0.0406,0.0209,0.0242,0.0224,0.0528,0.0166,0.0242,0.0746,0.0756,0.0251,0.0217,0.023,0.0184,0.0445,0.1672,0.0343,0.2526,0.0143,0.0155,0.0269,0.0434,0.0197,RIM Cafe,1172 S 9th St,"Specialty Food, Food, Restaurants, Desserts, Gelato, Chocolatiers & Shops, Coffee & Tea",4.5,290,1,,13:0-23:0,13:0-23:0,13:0-23:0,13:0-23:0,12:0-0:0,12:0-22:0,Desserts & Bakery,0.2526,5,0.8459,0.0225,0.226,0.2173,0.0298,0.088
q9Pupuw6Z2b8WaYK-MGt4g,0.0232,0.0289,0.0506,0.0549,0.0245,0.0229,0.0272,0.064,0.0192,0.0279,0.022,0.0856,0.0264,0.0255,0.0198,0.0215,0.0425,0.1298,0.0548,0.2773,0.015,0.0155,0.0227,0.0474,0.0256,Bluestone Lane,1701 Locust St,"Gluten-Free, Coffee & Tea, Breakfast & Brunch, Australian, Restaurants, Cafes, Food",4.0,302,1,7:0-15:30,7:0-15:30,7:0-15:30,7:0-15:30,7:0-15:0,8:0-15:0,8:0-16:0,"Cafe, Coffee & Reading Terminal",0.2773,7,0.6041,0.0255,0.2392,0.2283,0.0263,0.073
zz3E7kmJI2r2JseE6LAnrw,0.0265,0.0223,0.0227,0.0362,0.0381,0.0195,0.0237,0.052,0.0265,0.0276,0.0186,0.0556,0.0242,0.0175,0.0538,0.031,0.0626,0.1162,0.0576,0.2539,0.0198,0.0459,0.0253,0.0687,0.0219,Hung Vuong Super Market,1122 Washington Ave,"Food, Grocery, International Grocery",3.5,99,1,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,8:0-21:30,Markets & Grocery Shopping,0.2539,8,0.6839,0.0257,0.2301,0.2289,0.0243,0.0747
fyxmwXdg9fJ13TpuF-KSbQ,0.0238,0.0684,0.0229,0.0147,0.0229,0.0279,0.03,0.055,0.0172,0.033,0.0209,0.104,0.0262,0.0272,0.0188,0.0174,0.0429,0.1233,0.0374,0.3086,0.0223,0.0311,0.0251,0.044,0.0209,Reef Restaurant & Lounge,605 S 3rd St,"Bars, Lounges, Caribbean, Restaurants, American (Traditional), Nightlife",3.0,187,1,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,15:0-23:0,15:0-22:0,Bar Vibes & Live Music,0.3086,5,0.5439,0.0253,0.2138,0.2176,0.0393,0.07
EdopUxxfxqEA79Vcy_dT3g,0.0207,0.027,0.0321,0.0171,0.0275,0.027,0.0226,0.0875,0.016,0.0234,0.0299,0.076,0.0256,0.0284,0.0177,0.0242,0.0516,0.1198,0.0654,0.2989,0.0271,0.0281,0.0213,0.0457,0.0189,Fuel,1917 E Passyunk Ave,"American (New), Sandwiches, Vegetarian, Food, Coffee & Tea, Restaurants",3.5,262,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0,Small Plates & Cocktails,0.2989,6,0.5976,0.0242,0.224,0.2237,0.0233,0.068
lpDOqBhkJlxACzKQGAj_uA,0.0232,0.027,0.0285,0.0316,0.0287,0.024,0.0245,0.0496,0.0265,0.0353,0.0306,0.0629,0.0236,0.025,0.0662,0.0244,0.0496,0.1255,0.0455,0.2873,0.0182,0.0177,0.0244,0.061,0.0324,Whole Foods Market,929 South St,"Health Markets, Specialty Food, Grocery, Organic Stores, Food",3.5,279,1,0:0-0:0,7:0-23:45,7:0-23:45,7:0-17:0,7:0-21:0,9:0-20:0,7:0-21:0,Markets & Grocery Shopping,0.2873,5,0.5533,0.0241,0.2248,0.2268,0.0248,0.0758
wvNFqRE-zEb95tMHcl4Wjw,0.0259,0.0519,0.0616,0.0187,0.0179,0.023,0.0249,0.0722,0.0605,0.0146,0.0144,0.0952,0.0219,0.0222,0.0218,0.0202,0.0439,0.1469,0.048,0.2443,0.0132,0.0143,0.0286,0.0582,0.0165,Fountain Porter,1601 S 10th St,"Nightlife, Bars",4.5,187,1,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,Craft Beer & Sports Bars,0.2443,8,0.8535,0.0225,0.2186,0.235,0.0334,0.0848
ARWccWepHrbNKUMI7M0UZA,0.0226,0.0232,0.037,0.0334,0.0294,0.0264,0.0221,0.0923,0.0113,0.0303,0.017,0.0702,0.0259,0.0271,0.0286,0.0183,0.0448,0.1399,0.0845,0.2531,0.0128,0.0284,0.0323,0.0561,0.0224,Banh Mi Cali,900 Arch St,"Restaurants, Local Flavor, Food, Vietnamese",4.5,95,1,,,,,,,,Quick & Fresh Lunch,0.2531,6,0.8451,0.0227,0.2375,0.2272,0.0226,0.0825
CLw-I3X3X8l1V80jxPv3AA,0.0207,0.0283,0.027,0.0163,0.0173,0.018,0.0178,0.1036,0.0123,0.0223,0.0143,0.0697,0.0215,0.0305,0.0216,0.0244,0.0426,0.1434,0.0473,0.2905,0.0135,0.0162,0.0194,0.0633,0.0207,One Pound Cheesesteaks,2661 Kensington Ave,"American (New), Restaurants, Cheesesteaks, Sandwiches",3.5,51,1,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-2:0,11:0-2:0,11:0-23:0,Comfort Food & Sandwiches,0.2905,5,0.4987,0.0209,0.2182,0.2284,0.022,0.0822
C8qLAGhE2UP3NgdShFuOPg,0.0338,0.0522,0.0,0.0366,0.0214,0.027,0.0396,0.06,0.0137,0.0173,0.0594,0.0668,0.0252,0.0289,0.0234,0.0175,0.0583,0.1285,0.0447,0.2654,0.0148,0.0247,0.0231,0.0499,0.035,Tiger Sugar,122 North 10th St,"Desserts, Coffee & Tea, Food, Restaurants, Bubble Tea, Cafes",4.0,90,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,Desserts & Bakery,0.2654,7,0.7752,0.0283,0.225,0.2106,0.0414,0.0733
OOfY8bhTuC5A4qbdn8wFBA,0.0214,0.0208,0.0209,0.016,0.0219,0.0233,0.0239,0.0692,0.0142,0.0186,0.017,0.0885,0.0345,0.0182,0.0193,0.0168,0.0575,0.1458,0.0534,0.2956,0.0154,0.031,0.0247,0.0528,0.0216,Desi Village,4527 Baltimore Ave,"Restaurants, Pakistani, Indian, Vegan",3.5,113,1,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0,Spicy & Asian Flavors,0.2956,7,0.5422,0.0264,0.2197,0.2207,0.0221,0.0816
TFbTZyxS6wN469IyN4BCRQ,0.0185,0.0244,0.0268,0.0189,0.0242,0.028,0.0278,0.1015,0.0184,0.0244,0.0169,0.0679,0.0249,0.0201,0.0146,0.0184,0.046,0.1177,0.0523,0.3329,0.014,0.0131,0.0197,0.0508,0.0194,Golden Crust Pizza III,3732 Midvale Ave,"Pizza, Restaurants",2.5,82,1,10:30-21:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-23:30,10:30-23:30,12:0-21:30,Comfort Food & Sandwiches,0.3329,6,0.2298,0.0243,0.2214,0.2214,0.0235,0.0682
e_lqKAWIiE8wU6mk2HPI-Q,0.0303,0.0299,0.04,0.0175,0.0249,0.0103,0.0199,0.0607,0.0179,0.0396,0.0146,0.0737,0.0193,0.0248,0.0245,0.0202,0.0428,0.1192,0.0461,0.3505,0.0151,0.016,0.0261,0.0418,0.0361,Taco Bell,1037 Chestnut St,"Restaurants, Breakfast & Brunch, Tacos, Mexican, Fast Food, Tex-Mex",2.5,68,1,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:30-23:0,8:30-23:0,Customer Service Quality,0.3505,4,0.0869,0.0197,0.2165,0.2246,0.0265,0.068
hid9ixP7Rtoj2pR4EBrcGg,0.0174,0.0216,0.0,0.0163,0.035,0.0256,0.0188,0.1006,0.0153,0.0373,0.0145,0.0691,0.0531,0.0319,0.0193,0.0159,0.0511,0.1413,0.0513,0.2385,0.0168,0.0469,0.0236,0.053,0.0136,Irie Jamaican Restaurant,2629 W Girard Ave,"Restaurants, Caribbean, Comfort Food, Soul Food",4.5,51,1,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,,11:0-18:0,Spicy & Asian Flavors,0.2385,8,0.8112,0.0318,0.2201,0.2153,0.0192,0.0795
jlOPXMrsxv9gq0y3BqZgmQ,0.0303,0.0746,0.0225,0.0166,0.029,0.0165,0.0278,0.0403,0.0603,0.0275,0.0148,0.0749,0.0208,0.0196,0.0176,0.0219,0.0457,0.1206,0.0433,0.3051,0.0135,0.0133,0.0248,0.0465,0.0339,Garage Fishtown,100 E Girard Ave,"Nightlife, Bars, Sports Bars, Beer Bar",3.0,119,1,0:0-0:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,12:0-2:0,12:0-2:0,Craft Beer & Sports Bars,0.3051,5,0.4277,0.0235,0.2152,0.2195,0.0427,0.0696
ZUp2DI8r1ro5iY3ldR6x6w,0.0255,0.0374,0.0585,0.0275,0.0316,0.0258,0.0184,0.064,0.0216,0.0251,0.02,0.0727,0.0224,0.0282,0.0195,0.0163,0.0423,0.1304,0.0737,0.2538,0.0144,0.0143,0.0319,0.0785,0.0319,Jeans Cafe,1334 Walnut St,"Sandwiches, Restaurants",4.0,180,1,8:0-17:0,8:0-17:0,8:0-17:0,12:0-17:0,12:0-17:0,,,Brunch & Breakfast,0.2538,7,0.7615,0.0195,0.2308,0.2407,0.0266,0.0853
WG23hgY8Ld9yaC2clgfD_g,0.029,0.0227,0.0189,0.0116,0.0215,0.0411,0.025,0.0676,0.0192,0.0233,0.0193,0.0749,0.0347,0.0211,0.0166,0.0208,0.0479,0.1342,0.057,0.2839,0.0129,0.0318,0.0114,0.085,0.0218,Ekta Indian Cuisine,106 S 40th St,"Indian, Buffets, Event Planning & Services, Restaurants, Venues & Event Spaces",3.5,94,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,Value & Portion Size,0.2839,6,0.5305,0.0278,0.2171,0.2303,0.0257,0.0826
zAHzitys-ncDZi0nVW_qsw,0.0205,0.0256,0.0117,0.0175,0.02,0.0203,0.0297,0.0611,0.0207,0.0196,0.0148,0.0767,0.0277,0.0299,0.0168,0.0158,0.057,0.1397,0.0708,0.2927,0.0206,0.0359,0.017,0.0614,0.0191,Shan Chuan,4211 Ridge Ave,"Japanese, Chinese, Restaurants",4.0,143,1,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0,Spicy & Asian Flavors,0.2927,7,0.5971,0.0254,0.2259,0.2192,0.0252,0.0794
JKR09pJneafnwpUg0FNEzw,0.0219,0.0461,0.0323,0.0439,0.0272,0.0239,0.0225,0.0333,0.0185,0.0324,0.0164,0.0693,0.0195,0.0228,0.0234,0.0349,0.0414,0.1219,0.0313,0.2892,0.0214,0.0179,0.0233,0.043,0.1166,Hilton Garden Inn Philadelphia Center City,1100 Arch St,"Hotels & Travel, Bars, American (Traditional), Nightlife, Lounges, Hotels, Event Planning & Services, Restaurants, Venues & Event Spaces",3.0,237,1,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,Venue & Location Experience,0.2892,4,0.4439,0.0244,0.227,0.2251,0.0294,0.0686
0SWqECZ39P2MlmeXbKnUjg,0.0275,0.0254,0.0175,0.0163,0.0292,0.0193,0.0247,0.0601,0.0148,0.0212,0.0156,0.0888,0.0278,0.0275,0.0223,0.0228,0.0528,0.1298,0.0567,0.2967,0.0153,0.0444,0.0214,0.0579,0.0321,Asia On the Parkway,1700 Benjamin Franklin Pkwy,"Singaporean, Restaurants, Asian Fusion, Thai",3.0,141,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,Spicy & Asian Flavors,0.2967,7,0.5119,0.0255,0.2197,0.2222,0.0259,0.0757
n5Fdf9RzooS7obq0NecOWw,0.0213,0.0336,0.0226,0.0406,0.0485,0.024,0.0341,0.0758,0.0171,0.0311,0.0372,0.0624,0.0351,0.0246,0.0206,0.0167,0.0503,0.1213,0.0689,0.2503,0.0247,0.0207,0.0268,0.0533,0.0167,Four Seasons Juice Bar,51 N 12th St,"Food, Juice Bars & Smoothies",4.5,115,1,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-17:0,Casual Payment & Ordering,0.2503,7,0.8039,0.0301,0.2367,0.2193,0.0295,0.0726
pXRrRf8fDv6yU3xp1E25hA,0.0214,0.0347,0.0483,0.0155,0.0159,0.0254,0.0278,0.0962,0.0181,0.0187,0.0341,0.1167,0.0411,0.0224,0.0159,0.0209,0.045,0.1323,0.0434,0.2483,0.0231,0.02,0.0267,0.0411,0.0197,Bud & Marilyn's,1234 Locust St,"Breakfast & Brunch, Nightlife, Bars, Restaurants, American (Traditional)",4.0,1303,1,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-21:0,Brunch & Breakfast,0.2483,4,0.8385,0.0314,0.2165,0.2254,0.0276,0.0733
LizaSXXtaPjbxGtwo_rw9Q,0.0211,0.0246,0.0211,0.016,0.0259,0.0249,0.0264,0.0657,0.0158,0.0223,0.0177,0.1416,0.0659,0.0196,0.0171,0.0211,0.044,0.1519,0.0389,0.2598,0.0228,0.0159,0.0188,0.0441,0.0161,Gnocchi,613 E Passyunk Ave,"Italian, Restaurants",4.0,260,1,,17:0-22:0,17:0-22:0,17:0-22:0,12:0-23:0,17:0-23:0,14:0-21:0,Fine Dining & Tasting Menu,0.2598,5,0.7044,0.0409,0.2154,0.2185,0.024,0.0796
uJZgom8HpK74xz8IojpT0A,0.0256,0.0286,0.019,0.0182,0.0238,0.0215,0.0218,0.0946,0.02,0.0217,0.0201,0.0908,0.0257,0.0239,0.0192,0.0212,0.0489,0.135,0.0391,0.3023,0.0203,0.022,0.0211,0.0512,0.0238,Pizzeria Beddia,1313 North Lee St,"Italian, Specialty Food, Pizza, Food, Restaurants, Nightlife, Bars, Juice Bars & Smoothies",4.0,599,1,0:0-0:0,16:30-20:45,17:0-21:30,17:0-21:30,17:0-22:30,16:0-22:30,16:0-21:0,Comfort Food & Sandwiches,0.3023,5,0.7858,0.0232,0.2157,0.2209,0.0252,0.0757
v45E6gg6MrAziTepkiWByA,0.0221,0.0428,0.0586,0.0162,0.0214,0.0253,0.0305,0.0686,0.0197,0.0208,0.0222,0.1292,0.0358,0.0195,0.0172,0.0406,0.0445,0.1341,0.0425,0.243,0.027,0.0171,0.0258,0.0396,0.0217,Harper's Garden,31 S 18th St,"Wine Bars, Bars, American (New), Nightlife, Tapas/Small Plates, Cocktail Bars, Restaurants, Beer Gardens, Salad",4.0,516,1,0:0-0:0,11:30-0:0,11:30-0:0,11:30-0:0,10:0-0:0,10:0-0:0,10:0-0:0,Brunch & Breakfast,0.243,5,0.8504,0.0351,0.2164,0.2315,0.0312,0.0733
KYPhGJIibu_7ePIX4HNs6A,0.0216,0.0267,0.0453,0.0156,0.0213,0.0244,0.0282,0.0831,0.0185,0.0298,0.0221,0.0962,0.0461,0.0211,0.0159,0.0206,0.0465,0.144,0.0536,0.2562,0.0239,0.0332,0.0254,0.0463,0.0203,48th Street Grille,310 S 48th St,"Internet Cafes, Restaurants, Food, Seafood, American (New), Vegetarian, Caribbean, Chicken Wings, Caterers, Event Planning & Services, Breakfast & Brunch",4.5,275,1,,12:0-20:0,12:0-20:0,12:0-20:0,12:0-21:0,10:0-16:0,,Fine Dining & Tasting Menu,0.2562,5,0.7917,0.0335,0.2196,0.226,0.0254,0.0791
BtxUZn4d7yxsHwdlRq1dkw,0.024,0.0404,0.0,0.0163,0.024,0.0299,0.0295,0.0755,0.0363,0.0276,0.0251,0.1057,0.032,0.0321,0.021,0.0146,0.0421,0.1429,0.0534,0.2503,0.0274,0.0167,0.0389,0.049,0.023,Mount Airy Tap Room,300 W Mt Pleasant Ave,"Breweries, Nightlife, Gastropubs, Bars, Food, Brewpubs, Beer Bar, Sandwiches, American (New), Restaurants, Pubs",4.5,51,1,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,12:0-21:0,Craft Beer & Sports Bars,0.2503,5,0.8587,0.0268,0.2194,0.2117,0.0308,0.0835
L7wxpQOteDpED0zcn4hsHQ,0.0193,0.0348,0.0198,0.0882,0.025,0.0174,0.0111,0.0429,0.0148,0.0342,0.0334,0.071,0.0199,0.0313,0.0225,0.0357,0.0463,0.1349,0.0382,0.2727,0.0107,0.0163,0.0457,0.0427,0.0283,OCF Coffee House,2001 Federal St,"Food, Coffee & Tea, Bagels, Internet Cafes",3.5,59,1,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,"Cafe, Coffee & Reading Terminal",0.2727,4,0.5918,0.0208,0.2517,0.2237,0.0211,0.0805
kj3Lyh9KooU8GcRBbMDQWQ,0.0222,0.0281,0.0476,0.0348,0.0198,0.0278,0.0238,0.0647,0.0195,0.0252,0.03,0.0892,0.0272,0.0245,0.0217,0.0197,0.0457,0.1296,0.0551,0.2839,0.0176,0.0163,0.023,0.0521,0.0273,Le Pain Quotidien,1425 Walnut St,"Restaurants, Bakeries, Breakfast & Brunch, Coffee & Tea, Food, Belgian, French",3.5,312,1,7:30-16:0,7:30-16:0,7:30-16:0,7:30-16:0,7:30-16:0,8:0-16:0,8:0-16:0,Brunch & Breakfast,0.2839,6,0.6151,0.0241,0.2295,0.2291,0.0245,0.0744
